sentence,polarity
"2､3週間前はストレスで食べ過ぎて大台(何キロかは皆まで言わん)に乗ってたのに、逆に食べられなくなったせいで3キロ落ちてた。
ダイエットを意識するより、精神に異常を来す方が痩せられる",irony
これがAIが発展してもなくならないしごとリストかもしれない。,irony
コードネームはスコッチ改め、アイラとかどう？日本ではかつてアイレイって言われてたらしいし！？レイって入ってるんよ！！あの方的にはｽｺﾁ時代を切り捨てた名前にしたはずなのに,irony
"その花は、戦争や大虐殺が起こり、何千何万もの犠牲者が流した、多量の血を吸った大地にだけ咲き誇る
極楽の花という名前には、犠牲者達が天国に逝ける様にという願いと
「この死体の掃き溜めは、虐殺者にとっての極楽か？」
",irony
絶対悪ガロウの技の根源がヒーロー達になってしまう,irony
1人の相手に固執しないってことなのかな、それはそれでいい生き方ね。でも1人に真剣になれない人が幸せ掴み取れるとは思わないのよね。目移り激しいって大変だね,irony
"現悪魔腐敗政府による憲法改正を阻止したいなら
物理的に討伐するしかない",irony
そして、みんなが求めていた香りだけが残ってそれを求めていたみんなはいなくなってしまった,irony
「日本人の同調圧力」ってのも、こういう研究を見ると非常に怪しくて、「日本人の同調圧力と、個性を大事にする欧米という対比」自体が「外国にいる日本人学者はそういう対比をしなけらばならないという同調圧力」,irony
ザ・シネマでブルースブラザーズやってる。字幕版だが殆ど直訳でふいんきが出てない。初めて見たのはフジ系のバブルガムが演った吹替版だったが意訳でふいんきも良く出てた。カントリーバーでローハイドを演る時「キーは？」「Aだ、カントリーはみんなそうだ」,irony
悪魔がイノセンス（innocence）を欲する,irony
"「商業美術家の逆襲 」
今年頭の日本近代文学館「明治文学の彩り―口絵・挿絵の世界」は親和性のある展覧会だった。西洋写実主義に出会った絵師と職人が生んだクオリティは技術的にも感覚的にも素晴らしい、なのにそれを評価し残したのは西洋社会の蒐集家、",irony
"食料危機がすぐそこに迫っています。
是非、鈴木宣弘氏の著書、ツィートに注目してください。
「今だけ金だけ自分だけ」",irony
あーーーーー😱今日アフター５からの(ファイブではないけど,irony
PCR検査は抗原検査に比べて高くつくんだと去年話したら原液は500円くらいだといった人が、今頃になって現実に気が付いている。高いから頻繁にできないんだと教えてくれたのは厚労省の高山だった,irony
レア様の成功作になってしまったベレトスは女神の器ではなく灰色の悪魔,irony
アタックさんがおもしろの妖精みたいでいよいよクリオネに見えてきたなぁなんて思ったのと抱腹絶倒って辞書で引いたらコレ。でもほとんど何も思い出せない『西本を困らせたい。10』でした。10回分思い出がないのが思い出,irony
お洋服も髪色も原曲サムネリスペクトで揃ってて素敵すぎ…………でもアイデンティティに鏡合わせ,irony
大西家サイドからしたら一度会社潰して経営変わってから,irony
人間が檻の中,irony
"前半は川内＆鹿島
後半は比叡単艦でした
イサキが入らなかったおかげで唯一当選出来なかったチキンカレー改二が食べられる",irony
氷敵に凍結をお見舞いする,irony
そもそものSDGsも持続可能なモノって、衛生面の部分ではウレタンマスクとかゴミで、石油製品の不織布マスクの方が衛生面で良い,irony
マルコムの本、読んだ？からのロストワールド失敗を自虐する演出、そして締めにロストワールドの冒頭で出てきたコンプソグナトゥスが通る,irony
ウィーン会議の会議は踊るされど進まず,irony
8月、埼玉はいくけど2ndライブは行かない,irony
一生一緒ほにゃららリング,irony
その「維新」と「れいわ」が内閣不信任案を棄権する,irony
どっかの誰かさんを彷彿させるけど女…化ではなく「同じこと(犠牲なく平和な世界にしたい！な綺麗事)言っててもこのビジュアルなら主人公とかに救われて願い叶えれんだろうな」,irony
「反戦だ、平和だ、」とか言ってる人の言動が暴力的,irony
最後戸柱で終わるあたり図らずも横浜ファンに燃料投下する,irony
NFTに関与しないことがユーザの安心に繋がる,irony
2列目の求めてることをやってくれるのは鈴木優磨だろうな,irony
このツイートに集まった意見がすごい。至らない発言すると大喜利にされ、袋叩きにされ、下手なことを言うと遊んで捨てられるだけだぞ！という圧力が生まれる,irony
